Designator,Mid X,Mid Y,Rotation,Layer
D1,170.18,-48.26,0.0,top
D2,113.5125,-48.26,0.0,top
D3,107.315,-132.268,90.0,top
D4,109.855,-132.268,90.0,top
FOX1,110.3775,-129.885229,0.0,bottom
J1,180.34,-90.17,180.0,top
J2,185.42,-85.09,180.0,top
J3A1,105.965,-90.38,180.0,top
J3C1,101.965,-90.38,180.0,top
J4,144.78,-133.35,270.0,top
POWER1,144.78,-52.07,270.0,top
R1,166.37,-48.26,180.0,top
R2,109.7005,-48.26,180.0,top
R3,107.315,-128.46,90.0,top
R4,109.855,-128.46,90.0,top
